EnglishWord,EnglishSentence,Translation,DayNumber,Repeat
Reconcile,We must endeavor to reconcile our conflicting perspectives.,Мы должны попытаться примирить наши противоречивые точки зрения.,2,FALSE
Reconcile,Let's patch things up and reconcile our differences.,Давайте уладим ситуацию и примирим наши разногласия.,2,FALSE
Reconcile,Reconciliation is pivotal for fostering mutual understanding.,Примирение имеет решающее значение для укрепления взаимопонимания.,2,FALSE
Reconcile,"Hey, can we just make up and reconcile already?","Эй, мы можем уже помириться и помириться?",2,FALSE
Reconcile,It's imperative to reconcile before the situation escalates.,"Крайне важно примириться, прежде чем ситуация обострится.",2,FALSE
Reconcile,"Look, we gotta fix this, let's reconcile.","Слушай, нам надо это исправить, давай помиримся.",2,FALSE
Reconcile,Reconciliation requires open communication and compromise.,Примирение требует открытого общения и компромисса.,2,TRUE
Reconcile,"Yo, let's bury the hatchet and reconcile.","Эй, давай закопаем топор и помиримся.",2,FALSE
Reconcile,We should strive to achieve reconciliation for harmony.,Мы должны стремиться к примирению ради гармонии.,2,FALSE
Reconcile,"Dude, let's sort things out and reconcile, okay?","Чувак, давай разберемся и помиримся, ладно?",2,FALSE
obligate,The contract obligates the company to complete the project within the specified time frame.,Контракт обязывает компанию завершить проект в установленные сроки.,3,FALSE
obligate,We are obligated to follow the guidelines set forth by the regulatory body.,"Мы обязаны следовать инструкциям, установленным регулирующим органом.",3,FALSE
obligate,The agreement obligates both parties to maintain confidentiality.,Соглашение обязывает обе стороны сохранять конфиденциальность.,3,FALSE
obligate,Employees are obligated to adhere to the company's code of conduct.,Сотрудники обязаны соблюдать кодекс поведения компании.,3,FALSE
obligate,The landlord is obligated to provide a safe living environment for the tenants.,Арендодатель обязан обеспечить жильцам безопасные условия проживания.,3,FALSE
obligate,You're obligated to give your buddy a ride home if he needs it.,"Вы обязаны отвезти приятеля домой, если ему это понадобится.",3,FALSE
obligate,I'm obligated to help out at the family business on weekends.,Я обязан помогать в семейном бизнесе по выходным.,3,TRUE
obligate,We're obligated to keep our roommate's secrets.,Мы обязаны хранить секреты нашего соседа по комнате.,3,FALSE
obligate,You're obligated to chip in for pizza if you're eating.,"Вы обязаны скинуться на пиццу, если едите.",3,TRUE
obligate,I feel obligated to babysit my niece whenever my sister asks.,"Я чувствую себя обязанным присматривать за племянницей, когда сестра просит.",3,FALSE
after all,"After all, it is essential to consider the broader implications of our actions.","В конце концов, важно учитывать более широкие последствия наших действий.",3,TRUE
after all,"After all, it's no big deal if we're a bit late.","В конце концов, ничего страшного, если мы немного опоздаем.",3,FALSE
after all,"After all, meticulous planning is the cornerstone of a successful project.","В конце концов, тщательное планирование является краеугольным камнем успешного проекта.",3,TRUE
after all,"After all, who cares if things didn't go perfectly? We had fun.","В конце концов, кого волнует, если дела пойдут не идеально? Было весело.",3,TRUE
after all,"After all, adherence to protocol is paramount in ensuring safety.","В конце концов, соблюдение протокола имеет первостепенное значение для обеспечения безопасности.",3,TRUE
after all,"After all, it's all good as long as we stick together.","В конце концов, все хорошо, пока мы держимся вместе.",3,FALSE
after all,"After all, the evidence overwhelmingly supports the theory.","В конце концов, доказательства в подавляющем большинстве подтверждают эту теорию.",3,FALSE
after all,"After all, it makes sense when you really think about it.","В конце концов, это имеет смысл, если вы действительно об этом думаете.",3,FALSE
pity,It is a pity that such efforts went unnoticed.,"Жаль, что такие усилия остались незамеченными.",3,FALSE
pity,"The outcome is a pity, considering their dedication.","Итог печальный, учитывая их преданность делу.",3,FALSE
pity,It's a pity you missed the event; it was remarkable.,"Жаль, что вы пропустили это мероприятие; это было замечательно.",3,FALSE
pity,"Unfortunately, it's a pity we cannot accommodate your request.","К сожалению, нам очень жаль, что мы не можем удовлетворить Вашу просьбу.",3,FALSE
pity,"To my dismay, it's a pity the project was not completed on time.","К моему разочарованию, очень жаль, что проект не был завершен вовремя.",3,FALSE
pity,Such a pity you couldn't come to the party!,"Как жаль, что ты не смог прийти на вечеринку!",3,FALSE
pity,"Oh, it's a pity they ran out of your favorite dessert.","Ой, как жаль, что закончился твой любимый десерт.",3,FALSE
pity,"Really, it's a pity we missed the beginning of the movie.","Действительно, жаль, что мы пропустили начало фильма.",3,TRUE
pity,What a pity that the weather ruined our picnic plans.,"Как жаль, что погода испортила наши планы на пикник.",3,TRUE
pity,It's a pity you didn't see the game; it was awesome.,"Жаль, что вы не видели игру; это было потрясающе.",3,FALSE
break the news,We need to find the right moment to break the news to everyone.,"Нам нужно найти подходящий момент, чтобы сообщить всем эту новость.",3,FALSE
break the news,I'm not sure how to break the news to them gently.,"Я не знаю, как мягко сообщить им эту новость.",3,FALSE
break the news,They decided it was time to break the news to their family.,"Они решили, что пришло время сообщить эту новость своей семье.",3,FALSE
break the news,Could you help me break the news to her?,Не могли бы вы помочь мне сообщить ей эту новость?,3,TRUE
break the news,We'll break the news during dinner.,Мы сообщим новости во время ужина.,3,FALSE
break the news,It's tough to find a good way to break the news.,Трудно найти хороший способ сообщить новости.,3,FALSE
break the news,Let's plan how we're going to break the news.,"Давайте спланируем, как мы будем сообщать новости.",3,FALSE
break the news,I've been putting off breaking the news.,Я откладывал сообщение новостей.,3,TRUE
break the news,"Tomorrow, we will break the news to the team.",Завтра мы сообщим эту новость команде.,3,FALSE
break the news,I wish there was an easier way to break the news.,"Мне бы хотелось, чтобы был более простой способ сообщить эту новость.",3,FALSE
strive,We strive to exceed our clients' expectations.,Мы стремимся превзойти ожидания наших клиентов.,4,FALSE
strive,They're striving for a solution to the problem.,Они стремятся найти решение проблемы.,4,FALSE
strive,Our team strives to improve every day.,Наша команда стремится совершенствоваться каждый день.,4,FALSE
strive,He strives to be the best in his field.,Он стремится быть лучшим в своей области.,4,FALSE
strive,We must strive to achieve our goals.,Мы должны стремиться к достижению наших целей.,4,FALSE
strive,I'm striving to get better at this.,Я стремлюсь стать лучше в этом.,4,TRUE
strive,We're all striving to make it work.,Мы все стремимся заставить это работать.,4,FALSE
strive,They're striving hard to find an answer.,Они изо всех сил пытаются найти ответ.,4,TRUE
strive,He's striving to be number one.,Он стремится стать номером один.,4,FALSE
strive,We gotta strive to hit our targets.,Мы должны стремиться достичь поставленных целей.,4,FALSE
treaty,The treaty was signed to establish peace between the two nations.,Договор был подписан для установления мира между двумя странами.,4,FALSE
treaty,This agreement is known as a bilateral treaty.,Это соглашение известно как двусторонний договор.,4,TRUE
treaty,The ratification of the treaty marked a significant diplomatic achievement.,Ратификация договора ознаменовала собой значительное дипломатическое достижение.,4,FALSE
treaty,The treaty stipulates the conditions for trade between the member countries.,В договоре оговариваются условия торговли между странами-членами.,4,TRUE
treaty,The negotiation of the treaty took several months to complete.,Переговоры по договору заняли несколько месяцев.,4,FALSE
treaty,They finally shook hands on a treaty after arguing for hours.,После нескольких часов споров они наконец пожали друг другу руки и заключили договор.,4,FALSE
treaty,That treaty is basically a promise between two countries.,"Этот договор, по сути, представляет собой обещание между двумя странами.",4,FALSE
treaty,Getting that treaty signed was a big win.,Подписание этого договора было большой победой.,4,FALSE
treaty,The treaty says we can trade with them without any hassle.,"В договоре сказано, что мы можем торговать с ними без каких-либо проблем.",4,FALSE
treaty,"It took ages, but they finally agreed on the treaty.","Прошло много времени, но они наконец пришли к соглашению.",4,FALSE
relentless,The relentless pursuit of excellence defines our company's ethos.,Неустанное стремление к совершенству определяет дух нашей компании.,4,FALSE
relentless,Our team's relentless efforts led to the project's success.,Неустанные усилия нашей команды привели к успеху проекта.,4,FALSE
relentless,She faced the challenges with relentless determination.,Она с неустанной решимостью боролась с трудностями.,4,TRUE
relentless,The relentless advance of technology is undeniable.,Неустанное развитие технологий неоспоримо.,4,FALSE
relentless,His relentless study habits resulted in top grades.,Его неустанная учеба привела к получению высших оценок.,4,FALSE
relentless,His relentless study habits resulted in top grades.,Его неустанная учеба привела к получению высших оценок.,4,FALSE
relentless,The cat's relentless pursuit of the laser pointer is hilarious.,Неустанное преследование кошки за лазерной указкой забавно.,4,FALSE
relentless,Their band's relentless gigging paid off with a record deal.,Неустанные выступления их группы окупились контрактом со звукозаписывающей компанией.,4,FALSE
relentless,His relentless joking kept us all in good spirits.,Его беспощадные шутки поддерживали всех нас в хорошем настроении.,4,TRUE
relentless,The relentless beep of the alarm clock is my morning nemesis.,Неустанный сигнал будильника — мой утренний враг.,4,FALSE
relentless,Their relentless enthusiasm for the project was contagious.,Их неослабевающий энтузиазм по поводу проекта был заразителен.,4,FALSE
backbone ,The backbone of the organization is its committed workforce.,Основой организации являются преданные своему делу сотрудники.,4,FALSE
backbone ,Strengthening the educational system is the backbone of national development.,Укрепление системы образования является основой национального развития.,4,TRUE
backbone ,The backbone of any successful strategy is thorough planning.,Основой любой успешной стратегии является тщательное планирование.,4,FALSE
backbone ,Effective communication serves as the backbone of our team's synergy.,Эффективная коммуникация является основой синергии нашей команды.,4,FALSE
backbone ,The backbone of this theory is supported by extensive research.,Основа этой теории подтверждается обширными исследованиями.,4,TRUE
backbone ,Teamwork is the backbone of our group projects.,Командная работа является основой наших групповых проектов.,4,FALSE
backbone ,Trust is the backbone of any solid friendship.,Доверие – основа любой крепкой дружбы.,4,FALSE
backbone ,Hard work is the backbone of success.,Усердный труд – залог успеха.,4,FALSE
backbone ,Family support is the backbone during tough times.,Поддержка семьи – основа в трудные времена.,4,FALSE
backbone ,A reliable internet connection is the backbone of binge-watching.,Надежное подключение к Интернету — основа просмотра фильмов.,4,FALSE
chip in,We encourage all attendees to chip in for the charity fundraiser.,Мы призываем всех участников принять участие в благотворительном сборе средств.,4,FALSE
chip in,The team decided to chip in together to buy the retirement gift.,Команда решила скинуться и купить подарок на пенсию.,4,FALSE
chip in,"Your contribution, should you choose to chip in, will greatly aid our project.","Ваш вклад, если вы решите внести свой вклад, очень поможет нашему проекту.",4,TRUE
chip in,Each department is asked to chip in ideas for the annual meeting.,Каждому отделу предлагается поделиться идеями для ежегодного собрания.,4,FALSE
chip in,"To expedite the process, we invite stakeholders to chip in with resources.","Чтобы ускорить этот процесс, мы приглашаем заинтересованные стороны внести свой вклад в виде ресурсов.",4,FALSE
chip in,"Hey, let's all chip in for a pizza tonight!","Эй, давайте сегодня вечером все скинемся на пиццу!",4,FALSE
chip in,"If everyone chips in, we can get the gift by tomorrow.","Если все внесут свой вклад, мы сможем получить подарок уже завтра.",4,FALSE
chip in,Can you chip in with the cleaning? It'll go faster.,Можете ли вы присоединиться к уборке? Это пойдет быстрее.,4,FALSE
chip in,Let's chip in and make this party awesome!,Давайте внесем свой вклад и сделаем эту вечеринку потрясающей!,4,FALSE
chip in,"If we all chip in, we can get the project done tonight.","Если мы все внесем свой вклад, мы сможем завершить проект сегодня вечером.",4,FALSE
put off,We have decided to postpone the meeting until next week.,Мы решили перенести встречу на следующую неделю.,4,FALSE
put off,We're gonna put off the meeting till next week.,Мы отложим встречу до следующей недели.,4,FALSE
put off,The conference has been deferred due to unforeseen circumstances.,Конференция перенесена из-за непредвиденных обстоятельств.,4,TRUE
put off,They had to put off the conference because of some last-minute issues.,"Им пришлось отложить конференцию из-за некоторых проблем, возникших в последнюю минуту.",4,TRUE
put off,The deadline for the project has been extended to allow more time for completion.,"Срок реализации проекта был продлен, чтобы дать больше времени для завершения.",4,FALSE
put off,They've put off the project deadline to give us more time.,"Они отодвинули сроки проекта, чтобы дать нам больше времени.",4,FALSE
put off,The decision regarding the policy change will be delayed until further notice.,Решение об изменении политики будет отложено до дальнейшего уведомления.,4,FALSE
put off,They're gonna put off deciding on the policy change for now.,Они пока отложат принятие решения об изменении политики.,4,FALSE
put off,The launch of the new product line has been postponed to ensure quality.,Запуск новой линейки продуктов отложен в целях обеспечения качества.,4,FALSE
put off,They put off launching the new products to make sure they're good.,"Они откладывают выпуск новых продуктов, чтобы убедиться в их качестве.",4,FALSE
be subjected to,Employees must not be subjected to unfair treatment.,Сотрудники не должны подвергаться несправедливому обращению.,4,FALSE
be subjected to,The proposal will be subjected to rigorous scrutiny.,Предложение будет подвергнуто тщательной проверке.,4,FALSE
be subjected to,Patients should not be subjected to unnecessary tests.,Пациенты не должны подвергаться ненужным тестам.,4,FALSE
be subjected to,The materials were subjected to extreme temperatures.,Материалы подвергались воздействию экстремальных температур.,4,FALSE
be subjected to,All candidates will be subjected to a background check.,Все кандидаты будут подвергнуты проверке биографических данных.,4,FALSE
be subjected to,You shouldn't be subjected to their drama.,Вы не должны подвергаться их драме.,4,FALSE
be subjected to,The new game will be subjected to a bunch of tests.,Новая игра подвергнется куче испытаний.,4,FALSE
be subjected to,Don't let your phone be subjected to water damage.,Не допускайте попадания воды на телефон.,4,FALSE
be subjected to,Your idea will be subjected to everyone's opinions.,Ваша идея будет зависеть от мнения каждого.,4,FALSE
be subjected to,The cake will be subjected to my taste test.,Торт будет подвергнут моей дегустации.,4,FALSE
intimidate,"The manager's approach tends to intimidate new employees, making them feel uncomfortable.","Подход менеджера имеет тенденцию запугивать новых сотрудников, заставляя их чувствовать себя некомфортно.",4,FALSE
intimidate,Intimidation tactics were employed to dissuade competitors from entering the market.,"Тактика запугивания использовалась, чтобы отговорить конкурентов от выхода на рынок.",4,FALSE
intimidate,"The size of the opposing team could intimidate ours, affecting their performance.","Размер команды противника может запугать нашу, что повлияет на их игру.",4,FALSE
intimidate,Witnesses were afraid to testify due to attempts to intimidate them.,Свидетели боялись давать показания из-за попыток их запугать.,4,FALSE
intimidate,The use of legal jargon is designed to intimidate those unfamiliar with the process.,"Использование юридического жаргона призвано запугать тех, кто незнаком с процессом.",4,TRUE
intimidate,That big dog next door really intimidates the mailman.,Эта большая собака по соседству очень пугает почтальона.,4,FALSE
intimidate,He tries to intimidate his younger brother by taking his toys.,"Он пытается запугать своего младшего брата, забирая его игрушки.",4,FALSE
intimidate,Her boss's loud voice intimidates everyone in the office.,Громкий голос ее босса пугает всех в офисе.,4,FALSE
intimidate,They use scary stories to intimidate the campers at night.,"Они используют страшные истории, чтобы запугать отдыхающих по ночам.",4,FALSE
intimidate,"That huge roller coaster is meant to intimidate, but it's actually fun.","Эти огромные американские горки призваны запугать, но на самом деле это весело.",4,FALSE
log,Please log into your account to access the documents.,"Пожалуйста, войдите в свою учетную запись, чтобы получить доступ к документам.",5,FALSE
log,The captain recorded the ship's course in the logbook.,Капитан записал курс корабля в журнал.,5,FALSE
log,Historical researchers often examine log cabins for architectural details.,Исследователи-историки часто исследуют бревенчатые домики на предмет архитектурных деталей.,5,FALSE
log,The scientist will log the experiment's results for analysis.,Ученый запишет результаты эксперимента для анализа.,5,FALSE
log,The forensics team will log evidence from the crime scene.,Группа криминалистов зарегистрирует улики с места преступления.,5,TRUE
log,"Just log in and check your messages, will you?","Просто войдите в систему и проверьте свои сообщения, ладно?",5,FALSE
log,Can you believe they lived in a tiny log house?,"Можете ли вы поверить, что они жили в крохотном бревенчатом домике?",5,FALSE
log,Don’t forget to log your workout in the app.,Не забудьте записать свою тренировку в приложение.,5,FALSE
log,"Hey, help me move this log off the path.","Эй, помоги мне убрать это бревно с дороги.",5,FALSE
log,I gotta log these work hours before I forget.,"Мне нужно записать эти рабочие часы, пока я не забыл.",5,FALSE
Stubborn,Her stubborn dedication to excellence earned her many accolades.,Ее упорное стремление к совершенству принесло ей множество похвал.,5,FALSE
Stubborn,The stubborn infection resisted all attempts at treatment.,Упорная инфекция сопротивлялась всем попыткам лечения.,5,FALSE
Stubborn,The committee faced stubborn opposition to its proposed reforms.,Комитет столкнулся с упорным сопротивлением предложенным им реформам.,5,FALSE
Stubborn,His stubborn perseverance was ultimately rewarded with success.,Его упорная настойчивость в конечном итоге была вознаграждена успехом.,5,FALSE
Stubborn,The stubborn stain refused to be removed from the fabric.,Трудновыводимое пятно с ткани не удалялось.,5,TRUE
Stubborn,She's stubborn as a mule when she wants something.,"Она упряма как мул, когда чего-то хочет.",5,FALSE
Stubborn,That stubborn jar lid just won't budge!,Эта упрямая крышка банки просто не сдвинется с места!,5,FALSE
Stubborn,He's too stubborn to admit he's wrong.,"Он слишком упрям, чтобы признать свою неправоту.",5,FALSE
Stubborn,This stubborn cold has been hanging on for weeks.,Эта упорная простуда держится уже несколько недель.,5,TRUE
Stubborn,My dog's stubborn streak makes training a challenge.,Упрямство моей собаки затрудняет дрессировку.,5,FALSE
Submissive,The submissive attitude of the employee facilitated smooth negotiations.,Покорное отношение сотрудника способствовало благополучным переговорам.,5,FALSE
Submissive,"In the animal kingdom, submissive behaviors often prevent conflicts.",В животном мире покорное поведение часто предотвращает конфликты.,5,FALSE
Submissive,The contract stipulates that the party must remain submissive.,"В контракте оговаривается, что сторона должна оставаться покорной.",5,FALSE
Submissive,The study examines submissive responses to authoritative commands.,В исследовании изучаются покорные реакции на авторитетные команды.,5,FALSE
Submissive,His submissive posture during the meeting was noted by all.,Его покорная поза во время встречи была отмечена всеми.,5,FALSE
Submissive,"He's too submissive, always letting others decide for him.","Он слишком покорный, всегда позволяет другим решать за него.",5,FALSE
Submissive,"That dog is super submissive, rolls over in seconds.","Эта собака очень послушная, переворачивается за считанные секунды.",5,FALSE
Submissive,She's not submissive; she won't just do what you say.,"Она не покорна; она не будет просто делать то, что ты говоришь.",5,TRUE
Submissive,"His submissive ""sorry"" didn't sound sincere to me.",Его покорное «извини» показалось мне неискренним.,5,TRUE
Submissive,"Being submissive in that game means you lose, dude.","Быть покорным в этой игре означает, что ты проиграешь, чувак.",5,FALSE
Compel,"""The court may compel testimony from unwilling witnesses.""",«Суд может потребовать дачи показаний от несогласных свидетелей».,5,FALSE
Compel,"""Economic circumstances compel a reassessment of our budget.""",«Экономические обстоятельства вынуждают переоценить наш бюджет».,5,FALSE
Compel,"""The university's regulations compel adherence to strict academic standards.""",«Правила университета требуют соблюдения строгих академических стандартов».,5,FALSE
Compel,"""The evidence compels a conclusion contrary to the initial hypothesis.""","«Факты приводят к выводу, противоположному первоначальной гипотезе».",5,FALSE
Compel,"""The statute compels compliance with environmental standards.""",«Закон обязывает соблюдать экологические стандарты».,5,FALSE
Compel,"""I felt compelled to apologize after our argument.""",«Я почувствовал себя обязанным извиниться после нашей ссоры».,5,FALSE
Compel,"""You can't compel me to choose sides.""",«Вы не можете заставить меня выбирать чью-то сторону».,5,TRUE
Compel,"""The movie's plot was so good, it compelled my attention.""","«Сюжет фильма был настолько хорош, что привлек мое внимание».",5,TRUE
Compel,"""His story was compelling enough to make her stay.""","«Его история была достаточно убедительной, чтобы заставить ее остаться».",5,FALSE
Compel,"""The game compels players to solve puzzles to advance.""",«Для продвижения игра заставляет игроков решать головоломки».,5,FALSE
Mediocre,The company's mediocre performance resulted in decreased investor confidence.,Посредственные результаты деятельности компании привели к снижению доверия инвесторов.,5,FALSE
Mediocre,Her essay received a mediocre grade due to its lack of depth.,Ее эссе получило посредственную оценку из-за отсутствия глубины.,5,FALSE
Mediocre,"Despite its mediocre reviews, the novel gained a cult following.","Несмотря на посредственные отзывы, роман стал культовым.",5,TRUE
Mediocre,"The restaurant's ambiance was delightful, but the food was mediocre.","Атмосфера в ресторане была восхитительной, но еда была посредственной.",5,FALSE
Mediocre,The committee described the proposal as mediocre and unoriginal.,Комитет назвал это предложение посредственным и неоригинальным.,5,FALSE
Mediocre,"That movie was so mediocre, I almost fell asleep.","Фильм настолько посредственный, что я чуть не уснул.",5,TRUE
Mediocre,"Honestly, the food here is just meh, pretty mediocre.","Честно говоря, еда здесь просто ох, довольно посредственная.",5,FALSE
Mediocre,"He's got mediocre skills, but he's really enthusiastic.","У него посредственные навыки, но он полон энтузиазма.",5,FALSE
Mediocre,"This is your average, mediocre coffee, nothing special.","Это обычный, посредственный кофе, ничего особенного.",5,FALSE
Mediocre,"I'd rate the concert a solid 5/10, totally mediocre.","Я бы оценил концерт на твердую 5/10, совершенно посредственно.",5,FALSE
dead end,"The research concluded in a dead end, lacking further evidence.",Исследование зашло в тупик из-за отсутствия дополнительных доказательств.,5,FALSE
dead end,This alley is a dead end; please use another route.,"Этот переулок — тупик; пожалуйста, используйте другой маршрут.",5,FALSE
dead end,The negotiation reached a dead end without any agreement.,Переговоры зашли в тупик без какого-либо соглашения.,5,TRUE
dead end,Our project hit a dead end due to regulatory restrictions.,Наш проект зашел в тупик из-за нормативных ограничений.,5,FALSE
dead end,"The detective's investigation led to a dead end, revealing no clues.","Расследование детектива зашло в тупик, не обнаружив никаких улик.",5,TRUE
dead end,"Oops, we're at a dead end—time to turn around!","Упс, мы в тупике — пора развернуться!",5,FALSE
dead end,"That job was a dead end, so I quit last week.","Эта работа зашла в тупик, поэтому я уволился на прошлой неделе.",5,FALSE
dead end,This puzzle's got me at a dead end—any ideas?,Эта загадка завела меня в тупик — есть идеи?,5,FALSE
dead end,My phone search for the nearest café ended in a dead end.,Мои поиски по телефону ближайшего кафе зашли в тупик.,5,FALSE
dead end,Trying to fix this old car is just hitting a dead end.,Попытка починить эту старую машину просто заходит в тупик.,5,FALSE
lose temper,"""The CEO could not afford to lose his temper during negotiations.""",«Генеральный директор не мог позволить себе выйти из себя во время переговоров».,5,FALSE
lose temper,"""In the courtroom, maintaining composure is vital; one must never lose temper.""",«В зале суда жизненно важно сохранять самообладание; никогда нельзя терять самообладание».,5,FALSE
lose temper,"""During the assembly, the principal emphasized the importance of never losing one's temper.""","«Во время собрания директор подчеркнул, как важно никогда не выходить из себя».",5,FALSE
lose temper,"""The diplomat was trained extensively to not lose temper under pressure.""","«Дипломат прошел тщательную подготовку, чтобы не терять самообладания под давлением».",5,TRUE
lose temper,"""It is unbecoming of a leader to lose their temper in public.""",«Лидеру не подобает выходить из себя на публике».,5,TRUE
lose temper,"""He totally lost his temper over the broken phone.""",«Он полностью вышел из себя из-за сломанного телефона».,5,FALSE
lose temper,"""Don't lose your temper; it's just a game!""","«Не теряй самообладания, это всего лишь игра!»",5,FALSE
lose temper,"""She's gonna lose her temper if we're late again.""","«Она выйдет из себя, если мы снова опоздаем».",5,FALSE
lose temper,"""I lose my temper whenever I can't find my keys.""","«Я выхожу из себя всякий раз, когда не могу найти ключи».",5,FALSE
lose temper,"""If the wifi cuts out one more time, I'll lose my temper!""","«Если Wi-Fi отключится еще раз, я выйду из себя!»",5,FALSE
